X	TE.fixed	lower.fixed	upper.fixed	pval.fixed	TE.random	lower.random	upper.random	pval.random	Symbol
ENSG00000260942.1	0.911176433642814	0.904247704506487	0.918105162779141	0	0.962529032634952	0.801749089222237	1.12330897604767	8.57666084894938e-32	NA
ENSG00000256139.2	-1.69323294738886	-1.7061371181493	-1.68032877662841	0	-1.76207583594413	-2.05698177143187	-1.46716990045638	1.12122700022454e-31	NA
ENSG00000280054.1	-0.982398707553922	-0.988305008104798	-0.976492407003045	0	-1.01683939887027	-1.18955320272763	-0.844125595012905	8.37593406549564e-31	NA
ENSG00000265519.1	-1.02527685155385	-1.02857417565433	-1.02197952745337	0	-1.19620256317179	-1.40065097519719	-0.991754151146388	1.92110588075235e-30	NA
ENSG00000257647.1	-1.95006089982451	-1.97549946205677	-1.92462233759226	0	-2.8989951200493	-3.39546053423839	-2.40252970586021	2.49803436104839e-30	NA
ENSG00000227449.7	-1.09495278665109	-1.1318009565482	-1.05810461675399	0	-1.15074537850802	-1.34837595906739	-0.953114797948655	3.63001484377437e-30	NA
ENSG00000272511.1	-2.21181564796163	-2.22512200947301	-2.19850928645026	0	-2.55276513580536	-2.99200853536583	-2.11352173624489	4.64776108969721e-30	NA
ENSG00000254533.1	-1.21722574518702	-1.22922265195358	-1.20522883842047	0	-3.05792891130714	-3.58418071501141	-2.53167710760288	4.74933400685098e-30	NA
ENSG00000272455.1	1.04775430461379	1.04250333401901	1.05300527520857	0	0.950733494071564	0.786425619114397	1.11504136902873	8.22695411466737e-30	NA
ENSG00000243384.1	-6.06572093202642	-6.1628002398229	-5.96864162422994	0	-5.71206565181364	-6.70163651878331	-4.72249478484397	1.12597035061243e-29	NA
ENSG00000213754.2	-1.19099619999308	-1.20080062896104	-1.18119177102512	0	-1.66216885720877	-1.9511593658843	-1.37317834853324	1.78378678681886e-29	NA
ENSG00000255864.4	-2.67473908646443	-2.70740029770025	-2.64207787522861	0	-2.94500095566038	-3.45718384605196	-2.43281806526881	1.85412316231404e-29	NA
ENSG00000259359.1	-1.4745444291385	-1.50514973957304	-1.44393911870396	0	-3.0337120038601	-3.56324664238741	-2.50417736533278	2.94905492187042e-29	NA
ENSG00000258794.3	-2.11549017552824	-2.15255109516871	-2.07842925588777	0	-2.08744345296566	-2.45189425845555	-1.72299264747577	3.04030005987455e-29	NA
ENSG00000260920.2	1.21849622796519	1.21515477309356	1.22183768283682	0	0.822771334418673	0.679052529417589	0.966490139419756	3.23300903365628e-29	NA
ENSG00000214553.8	-1.52161624270809	-1.5450572261237	-1.49817525929247	0	-1.89529938918747	-2.22896455151833	-1.5616342268566	8.6597832321678e-29	NA
ENSG00000279778.1	-2.07914762345878	-2.10383877310848	-2.05445647380907	0	-1.78365190604377	-2.10120971268401	-1.46609409940353	3.47036248971194e-28	NA
ENSG00000228214.5	-1.6770782464707	-1.68911403471417	-1.66504245822723	0	-1.71179518878506	-2.01809332560853	-1.4054970519616	6.38819752018162e-28	NA
ENSG00000230490.2	-1.22284150628186	-1.23347383746203	-1.21220917510168	0	-2.14454144724906	-2.53117289807386	-1.75790999642426	1.57766389817716e-27	NA
ENSG00000249706.1	-3.68208301584808	-3.74786350885982	-3.61630252283634	0	-3.65058904698408	-4.31047343269738	-2.99070466127078	2.15662039327625e-27	NA
ENSG00000254204.1	-2.28297270942885	-2.35575264271196	-2.21019277614573	0	-2.54247270264669	-3.00207571310899	-2.08286969218439	2.16940890221286e-27	NA
ENSG00000248632.1	-0.995256137787565	-1.00746189723768	-0.983050378337451	0	-1.52847660443688	-1.80650400973897	-1.25044919913478	4.51538449074955e-27	NA
ENSG00000223774.4	-1.53890305579259	-1.5781109521773	-1.49969515940788	0	-2.69988220258914	-3.19323273795516	-2.20653166722312	7.68612962747612e-27	NA
ENSG00000228168.1	2.04361872286028	2.01564051898374	2.07159692673682	0	1.74123289000525	1.41881782466924	2.06364795534126	3.49893293210492e-26	NA
ENSG00000256663.1	1.98142568546577	1.93630682545047	2.02654454548106	0	3.07278030720936	2.5002327441469	3.64532787027182	7.07357949023067e-26	NA
ENSG00000267581.1	-1.7243464618132	-1.76006977804816	-1.68862314557825	0	-1.82543951992804	-2.16864335698724	-1.48223568286883	1.91269722991238e-25	NA
ENSG00000259969.1	-1.46194215216695	-1.46874244736852	-1.45514185696539	0	-1.73149625253311	-2.05716509581525	-1.40582740925098	1.99653671485477e-25	NA
ENSG00000261069.3	-1.26876681478309	-1.28975038988665	-1.24778323967953	0	-1.73924866876991	-2.06678557179881	-1.411711765741	2.28981146531149e-25	NA
ENSG00000256552.2	-1.40976137469655	-1.4318478012041	-1.387674948189	0	-2.16977801321173	-2.57911212020878	-1.76044390621468	2.77438731528783e-25	NA
ENSG00000245025.2	-1.71865679039654	-1.72215340058653	-1.71516018020656	0	-1.3095952839703	-1.55728756546086	-1.06190300247973	3.66487412344406e-25	NA
ENSG00000250327.1	-0.957912314135143	-0.96491980050174	-0.950904827768547	0	-1.33217482898151	-1.58466813405143	-1.07968152391159	4.60068269313134e-25	NA
ENSG00000270704.3	-2.53851347391796	-2.58443101284286	-2.49259593499306	0	-3.17191098718125	-3.77598985437336	-2.56783211998914	7.70292665813517e-25	NA
ENSG00000272076.1	-1.78775856021816	-1.81991692188452	-1.75560019855179	0	-2.06444176589549	-2.46063020633197	-1.66825332545901	1.73603717765241e-24	NA
ENSG00000226889.3	-1.91611986115366	-1.94267058818202	-1.88956913412531	0	-2.260617635096	-2.69451832939537	-1.82671694079664	1.76320862676531e-24	NA
ENSG00000243642.3	-1.1823751722618	-1.22444966733926	-1.14030067718433	0	-2.21142232662362	-2.63677377458929	-1.78607087865796	2.19887225322257e-24	NA
ENSG00000228314.1	-1.25785892324401	-1.29104829102147	-1.22466955546655	0	-2.18839366187333	-2.60974043520251	-1.76704688854415	2.44378880890869e-24	NA
ENSG00000280913.1	-1.46321116723974	-1.48604471664614	-1.44037761783333	0	-1.36435711277517	-1.6271708003634	-1.10154342518694	2.56785759091405e-24	NA
ENSG00000271743.1	-0.981262160464727	-0.991853211822718	-0.970671109106736	0	-1.20881819347135	-1.44383895523543	-0.973797431707269	6.70524399086191e-24	NA
ENSG00000277427.1	-3.39262411121683	-3.49530593261632	-3.28994228981733	0	-3.90040808744952	-4.65900177110136	-3.14181440379768	6.95350269491742e-24	NA
ENSG00000227692.1	-1.55931976258558	-1.59900032514686	-1.5196392000243	0	-1.53986224462097	-1.83975666095349	-1.23996782828844	7.98630054733152e-24	NA
ENSG00000228962.1	-1.87255304118918	-1.89388665001267	-1.85121943236568	0	-3.11123622182609	-3.71882786485873	-2.50364457879346	1.05667189387799e-23	NA
ENSG00000224063.4	-0.935544350074567	-0.954717710806627	-0.916370989342506	0	-2.39580023937403	-2.86374827870593	-1.92785220004212	1.07368710510506e-23	NA
ENSG00000274460.1	0.912587193093243	0.894801240670678	0.930373145515808	0	1.12395226292274	0.902812911931025	1.34509161391445	2.24378624683574e-23	NA
ENSG00000272360.1	-1.26542570771136	-1.2788000173312	-1.25205139809153	0	-1.59549425720258	-1.90979525916072	-1.28119325524443	2.5366852738621e-23	NA
ENSG00000272537.1	-2.96602343010517	-3.03101230283775	-2.9010345573726	0	-3.03844386411621	-3.63913963857313	-2.4377480896593	3.6220802490959e-23	NA
ENSG00000255090.4	-2.36406759805752	-2.38125558338641	-2.34687961272863	0	-2.73141009472392	-3.27441312283114	-2.1884070666167	6.26720815396771e-23	NA
ENSG00000179277.9	-1.11397884256357	-1.11911405885713	-1.10884362627001	0	-1.18446832636385	-1.42002483862696	-0.948911814100741	6.49256641520344e-23	NA
ENSG00000261839.1	-0.970174889562943	-0.997087783658333	-0.943261995467553	0	-1.25435565334881	-1.50494783841994	-1.00376346827769	1.01234985546127e-22	NA
ENSG00000272183.1	1.26781574005135	1.25148476589492	1.28414671420778	0	1.39648917478695	1.11634071333609	1.67663763623781	1.5135595216736e-22	NA
ENSG00000259353.1	-2.54621368094563	-2.59873164260703	-2.49369571928423	0	-2.57405253385859	-3.09469005002691	-2.05341501769027	3.3207416389835e-22	NA
ENSG00000267505.1	-2.80032890866915	-2.84064009469526	-2.76001772264303	0	-3.37937119940959	-4.06367003635683	-2.69507236246236	3.69699488821717e-22	NA
ENSG00000257150.2	-1.59871051235942	-1.62363122146256	-1.57378980325629	0	-1.17262755187406	-1.41021002008436	-0.935045083663765	3.89916519849655e-22	NA
ENSG00000225398.2	-4.82706337939026	-4.86454980494728	-4.78957695383324	0	-5.41208637564271	-6.51208037195145	-4.31209237933396	5.25095423996154e-22	NA
ENSG00000241720.2	-5.03946310752524	-5.09250669336697	-4.98641952168351	0	-4.89033135601119	-5.88547834001608	-3.8951843720063	5.87975806847098e-22	NA
ENSG00000260509.2	-1.88735927822565	-1.91598153203098	-1.85873702442032	0	-1.69638421646119	-2.04163475287587	-1.35113368004651	5.95793145792524e-22	NA
ENSG00000265158.1	-1.60395845040306	-1.62016750379937	-1.58774939700674	0	-2.33987347641413	-2.816523922649	-1.86322303017927	6.49105270411199e-22	NA
ENSG00000254510.1	-1.9536898706992	-1.97881458740929	-1.9285651539891	0	-3.00897307047181	-3.62210466576745	-2.39584147517617	6.67212826527799e-22	NA
ENSG00000264219.1	-0.97787900108913	-0.998374948607984	-0.957383053570276	0	-1.2505095079141	-1.50555459499178	-0.995464420836427	7.26310511978169e-22	NA
ENSG00000225868.5	-0.97755773467891	-0.993892344316534	-0.961223125041287	0	-1.7789019408763	-2.14218026519284	-1.41562361655975	8.18631666784269e-22	NA
ENSG00000278309.1	-1.09459637995845	-1.12129553622239	-1.06789722369452	0	-1.42326267410799	-1.71408225818639	-1.13244309002958	8.63876853682681e-22	NA
ENSG00000226530.1	-3.01572906386434	-3.05873306589589	-2.9727250618328	0	-3.84272710881778	-4.63312433330303	-3.05232988433252	1.58976734484859e-21	NA
ENSG00000249085.1	-1.51159225821989	-1.5467173427261	-1.47646717371368	0	-2.4117671279499	-2.908929827228	-1.9146044286718	1.94537071432834e-21	NA
ENSG00000229782.1	-0.909187651728181	-0.936431460255966	-0.881943843200395	0	-2.414664009734	-2.9133943235287	-1.9159336959393	2.3235421904511e-21	NA
ENSG00000232093.1	0.935396777635101	0.930497823552608	0.940295731717594	0	0.857540047883696	0.680274342160917	1.03480575360648	2.50615429054137e-21	NA
ENSG00000258636.1	-3.80677975560026	-3.86564105996549	-3.74791845123504	0	-3.89887492208725	-4.70521013340714	-3.09253971076736	2.616499982696e-21	NA
ENSG00000225706.1	-1.83400165976389	-1.85281766670228	-1.81518565282551	0	-2.12662619569226	-2.56874778718293	-1.68450460420159	4.19893796845941e-21	NA
ENSG00000244699.1	-2.84693527873664	-2.97711469648611	-2.71675586098716	0	-3.73465666674957	-4.51270492234859	-2.95660841115055	5.06195173989305e-21	NA
ENSG00000271787.1	-2.24199856144398	-2.263954631877	-2.22004249101097	0	-3.12378485371364	-3.7745880323715	-2.47298167505578	5.07521493208467e-21	NA
ENSG00000268081.1	-1.23613241351361	-1.26184259524001	-1.21042223178722	0	-2.08817261249585	-2.52323440079725	-1.65311082419444	5.09196733827886e-21	NA
ENSG00000234535.1	-1.52433507017783	-1.55732546673343	-1.49134467362224	0	-2.63397435714549	-3.1828075434121	-2.08514117087889	5.1386238742071e-21	NA
ENSG00000263612.1	-1.81277439468249	-1.86334090158909	-1.76220788777589	0	-2.1196899435953	-2.56248679461281	-1.6768930925778	6.44618805618481e-21	NA
ENSG00000227544.7	-1.44558087316214	-1.45323819484819	-1.4379235514761	0	-1.86382789465492	-2.25468740118651	-1.47296838812332	9.08875188743287e-21	NA
ENSG00000255652.2	-2.68714790846292	-2.77357804642853	-2.60071777049731	0	-2.44307326609535	-2.95930309114608	-1.92684344104463	1.76640594576807e-20	NA
ENSG00000259319.1	-0.986709429152613	-0.990240821174588	-0.983178037130639	0	-1.23525082076426	-1.49637616054591	-0.974125480982613	1.83391182200816e-20	NA
ENSG00000231170.4	-1.51790126468766	-1.53171463879949	-1.50408789057582	0	-2.53880735953907	-3.07553252264414	-2.002082196434	1.84434548034929e-20	NA
ENSG00000225704.2	-1.14986774701515	-1.17012362478455	-1.12961186924576	0	-1.79319906333173	-2.17252680733066	-1.4138713193328	1.94432478110659e-20	NA
ENSG00000198384.8	-1.41463833011695	-1.44482059752654	-1.38445606270736	0	-3.03797415640349	-3.68219389771763	-2.39375441508936	2.40388576231504e-20	NA
ENSG00000231967.1	-2.68050884213039	-2.71973753059686	-2.64128015366391	0	-2.70333178784514	-3.28049148962906	-2.12617208606121	4.30350712329277e-20	NA
ENSG00000186354.9	-0.983927247359575	-0.994187796947486	-0.973666697771664	0	-1.5452143806709	-1.8752667825956	-1.2151619787462	4.47355839689702e-20	NA
ENSG00000252061.1	-1.55890753996966	-1.57525769087693	-1.54255738906239	0	-1.77759785003739	-2.1573353245477	-1.39786037552709	4.52276577314562e-20	NA
ENSG00000250424.4	-2.12343929279427	-2.1884084189463	-2.05847016664223	0	-2.62354006806075	-3.18432039785245	-2.06275973826906	4.75463311044914e-20	NA
ENSG00000177133.9	-2.58452730916808	-2.59772534598272	-2.57132927235343	0	-2.76590928623723	-3.35774610093012	-2.17407247154433	5.20133500540519e-20	NA
ENSG00000233121.1	-2.26712046498496	-2.31528378699527	-2.21895714297465	0	-2.12793294157028	-2.58328474215368	-1.67258114098688	5.22688747386669e-20	NA
ENSG00000258998.1	-4.11358943576784	-4.1920895171204	-4.03508935441528	0	-3.06914491773452	-3.72672349527259	-2.41156634019646	5.80915096582964e-20	NA
ENSG00000254006.4	-2.90345861467384	-2.94843495201742	-2.85848227733027	0	-2.4405040160707	-2.96354599061986	-1.91746204152155	5.95443632533629e-20	NA
ENSG00000231246.1	-3.78434347899663	-3.81899828734221	-3.74968867065106	0	-4.43397593407616	-5.38656365771593	-3.4813882104364	7.30904361729733e-20	NA
ENSG00000100181.20	-2.09159602710188	-2.0994629072376	-2.08372914696616	0	-1.86358904220008	-2.26597315832011	-1.46120492608006	1.1128608866423e-19	NA
ENSG00000232046.5	-2.00074919644731	-2.0316181113754	-1.96988028151923	0	-2.3207786760534	-2.82210077531906	-1.81945657678775	1.1547255527651e-19	NA
ENSG00000279317.1	-1.06721121009144	-1.08917979716656	-1.04524262301631	0	-2.33217392275732	-2.83714907941243	-1.8271987661022	1.4052163547478e-19	NA
ENSG00000236710.1	-1.43368119939182	-1.45702471622097	-1.41033768256266	0	-1.66086126937569	-2.0207167735759	-1.30100576517548	1.48394367379168e-19	NA
ENSG00000262497.1	-1.70943908834564	-1.72904299412716	-1.68983518256413	0	-2.18457586942844	-2.6605396417	-1.70861209715687	2.34450111623499e-19	NA
ENSG00000180769.7	-1.19396687046455	-1.19753333013745	-1.19040041079165	0	-1.09678949819914	-1.33604641200676	-0.857532584391512	2.59280216243015e-19	NA
ENSG00000178162.7	-1.3855729950604	-1.3980207538355	-1.3731252362853	0	-1.90640893941848	-2.32261969540117	-1.49019818343579	2.77225809393521e-19	NA
ENSG00000225408.1	-1.30462650141759	-1.32906425705167	-1.28018874578352	0	-1.27410280399308	-1.55227183389269	-0.995933774093476	2.77594226262264e-19	NA
ENSG00000174403.14	-2.60350222813876	-2.65513835806661	-2.55186609821091	0	-3.22276777253425	-3.92689869623437	-2.51863684883413	2.9478228328952e-19	NA
ENSG00000255504.1	-2.24805484759767	-2.27571702406323	-2.22039267113211	0	-3.28009788264692	-3.99725337378753	-2.5629423915063	3.11954837672534e-19	NA
ENSG00000213938.3	-1.77706773636344	-1.80098775514347	-1.75314771758341	0	-1.96922560273931	-2.40040097572517	-1.53805022975344	3.51090330504435e-19	NA
ENSG00000235904.1	-1.80735675400809	-1.82457425952505	-1.79013924849113	0	-3.11289426968863	-3.79486617682766	-2.4309223625496	3.67424441544201e-19	NA
ENSG00000226581.1	-2.29239825006938	-2.34022027954165	-2.24457622059711	0	-2.89569945607813	-3.53094138693747	-2.26045752521878	4.09620295274965e-19	NA
ENSG00000255052.4	-1.30867338132892	-1.32699781421157	-1.29034894844626	0	-1.35699433737555	-1.65591259161941	-1.05807608313169	5.70587174345619e-19	NA
ENSG00000264016.2	-1.00735256074968	-1.01268136766557	-1.00202375383378	0	-2.18163259177512	-2.66249226462238	-1.70077291892787	5.98872715271604e-19	NA
ENSG00000214826.5	1.18708874545125	1.1783979297753	1.19577956112719	0	1.43341027051036	1.11615288773456	1.75066765328616	8.34043296557442e-19	NA
ENSG00000250471.2	1.0602224532809	1.02287314438179	1.09757176218001	0	1.25016368185758	0.972692327735887	1.52763503597927	1.03990791841941e-18	NA
ENSG00000261236.4	0.964526871293596	0.961928462516465	0.967125280070728	0	1.0368603216736	0.806022235068363	1.26769840827883	1.32482153151835e-18	NA
ENSG00000261671.1	-1.40087587487119	-1.41374862625369	-1.38800312348869	0	-1.85018833621983	-2.26408291991443	-1.43629375252523	1.92813334367539e-18	NA
ENSG00000249834.3	-1.09898693780257	-1.13475108905901	-1.06322278654614	0	-2.63105433503047	-3.22230888788562	-2.03979978217531	2.73945502791906e-18	NA
ENSG00000238086.5	-1.83071901712007	-1.86062536740041	-1.80081266683973	0	-1.64698284907386	-2.01760618827976	-1.27635950986795	3.04615036681677e-18	NA
ENSG00000261625.1	-2.38956503703703	-2.4082963445411	-2.37083372953296	0	-2.54969091030039	-3.12358402951819	-1.97579779108259	3.10039643192909e-18	NA
ENSG00000254667.2	-1.2456868069251	-1.26706175596258	-1.22431185788763	0	-1.65533545816283	-2.02882353738948	-1.28184737893617	3.72952939828568e-18	NA
ENSG00000280551.1	-2.5509240581117	-2.57219466413829	-2.52965345208511	0	-2.96550412263299	-3.63536407084261	-2.29564417442338	4.06843897528759e-18	NA
ENSG00000273958.1	-0.937488516472104	-0.952641624222846	-0.922335408721362	0	-1.58818529594469	-1.94815831159022	-1.22821228029917	5.27433460974157e-18	NA
ENSG00000265415.1	1.91423545875669	1.904047806087	1.92442311142638	0	1.71480846032206	1.32587746999574	2.10373945064839	5.5460184461485e-18	NA
ENSG00000258623.1	-1.66671794221171	-1.69920686905231	-1.6342290153711	0	-1.55457019391495	-1.90767150335956	-1.20146888447034	6.1905415467266e-18	NA
ENSG00000232415.1	-1.11108878898858	-1.11872217219615	-1.10345540578101	0	-1.32944459497271	-1.63226672112128	-1.02662246882414	7.6582787968825e-18	NA
ENSG00000214955.5	-1.25606045778803	-1.29166851938851	-1.22045239618756	0	-1.5698443799618	-1.92772379669881	-1.2119649632248	8.15305740009672e-18	NA
ENSG00000227135.1	-3.01930581823317	-3.12309296328422	-2.91551867318211	0	-2.42759780685995	-2.98593348212199	-1.86926213159792	1.57142767352909e-17	NA
ENSG00000250015.1	-1.5515470850217	-1.58828427513738	-1.51480989490602	0	-2.37172535349864	-2.91794259146303	-1.82550811553425	1.73418956248413e-17	NA
ENSG00000227220.1	-1.9066741105671	-1.94470499752437	-1.86864322360982	0	-2.6430008812634	-3.25212019605372	-2.03388156647308	1.82557205595972e-17	NA
ENSG00000227440.1	2.07724389651147	1.96014494733626	2.19434284568669	7.35082199435419e-265	2.73101113888257	2.10105820876168	3.36096406900346	1.94624124397692e-17	NA
ENSG00000279711.1	-2.77874356323765	-2.82566837634551	-2.73181875012979	0	-2.9359878270955	-3.61348063887037	-2.25849501532063	2.00135886387182e-17	NA
ENSG00000267784.1	-2.5845387671931	-2.65329308700561	-2.51578444738058	0	-2.67743823573953	-3.29551894371293	-2.05935752776614	2.06127668718076e-17	NA
ENSG00000272691.1	-1.91359889692614	-1.94321354720336	-1.88398424664892	0	-2.07512233569326	-2.55477265009431	-1.59547202129221	2.26284540903416e-17	NA
ENSG00000274128.1	-1.53321774277313	-1.58718268440563	-1.47925280114063	0	-3.43223939466229	-4.2265324681729	-2.63794632115168	2.46980790037691e-17	NA
ENSG00000254966.1	-0.92775886233482	-0.934742733021043	-0.920774991648597	0	-0.829485101940085	-1.02176469337026	-0.637205510509904	2.78627719152926e-17	NA
ENSG00000267699.2	-2.40266394767893	-2.47592111928265	-2.32940677607522	0	-2.47197000403353	-3.04527571629027	-1.8986642917768	2.8896672702258e-17	NA
ENSG00000275325.3	-2.03817902096311	-2.07756441698537	-1.99879362494086	0	-2.1734328196822	-2.67800182818336	-1.66886381118105	3.1048344981143e-17	NA
ENSG00000272555.1	-1.78551548462812	-1.81035598948783	-1.76067497976842	0	-2.20019116709845	-2.71102489133415	-1.68935744286276	3.12805535626128e-17	NA
ENSG00000255986.5	-5.92942036408358	-6.02147298869905	-5.83736773946812	0	-4.96827725042605	-6.12432499369241	-3.8122295071597	3.66275762065593e-17	NA
ENSG00000260686.1	-0.936671062504476	-0.939882975641789	-0.933459149367163	0	-1.03376751463102	-1.27475791837833	-0.792777110883711	4.18542086580849e-17	NA
ENSG00000267336.1	-1.62501093114388	-1.65048387920865	-1.59953798307912	0	-1.66467319738055	-2.05300114731761	-1.27634524744348	4.3924529349452e-17	NA
ENSG00000270876.1	-1.62004999837045	-1.65957849566344	-1.58052150107747	0	-1.55864822686031	-1.92283654888777	-1.19445990483284	4.93527720922191e-17	NA
ENSG00000214093.3	1.33161326134985	1.2836075462455	1.37961897645419	0	1.23116877212555	0.943181517552531	1.51915602669857	5.33773122390298e-17	NA
ENSG00000215559.7	-1.05001805298896	-1.08643584185132	-1.01360026412661	0	-1.63766799469469	-2.02097663724868	-1.2543593521407	5.57642358010279e-17	NA
ENSG00000261061.1	0.991007055510577	0.987135404167601	0.994878706853553	0	0.96910965637595	0.741302890788849	1.19691642196305	7.56495733471168e-17	NA
ENSG00000249767.1	-1.01741407423716	-1.06204517119458	-0.972782977279732	0	-1.6436664332614	-2.03021043642684	-1.25712243009595	7.80376207485997e-17	NA
ENSG00000258604.1	-4.63217661213395	-4.67360576966145	-4.59074745460644	0	-4.3474347767771	-5.3716437068763	-3.32322584667791	8.84011076040665e-17	NA
ENSG00000261026.1	-2.26135630738361	-2.29296005073772	-2.22975256402949	0	-1.59372187363033	-1.96937901396616	-1.21806473329449	9.16527437443301e-17	NA
ENSG00000271390.1	-4.65816150683945	-4.75545995670739	-4.56086305697151	0	-3.95669650227839	-4.89085157163211	-3.02254143292467	1.0271768965525e-16	NA
ENSG00000280304.1	-1.81134759042106	-1.82691542800555	-1.79577975283657	0	-2.97711477026294	-3.68073974088553	-2.27348979964035	1.10591333859575e-16	NA
ENSG00000232344.2	-0.972411000307998	-0.989265175367035	-0.955556825248962	0	-1.10457316147283	-1.36612787615146	-0.843018446794206	1.26174431609733e-16	NA
ENSG00000232775.5	3.93565210869206	3.85630502531471	4.01499919206941	0	3.34726329220854	2.55322531158714	4.14130127282995	1.4298933999407e-16	NA
